,price,area,rooms,floor,floors,year,looked_by,latitude,longitude,saved,construction_year,renovation_year,price_sqm,type_Blokinis,type_Kita,type_Medinis,type_Monolitinis,type_Mūrinis,type_nan,mounting_Dalinė apdaila,mounting_Kita,mounting_Neįrengtas,mounting_Įrengtas,mounting_nan,energy_class_A,energy_class_A+,energy_class_A++,energy_class_B,energy_class_C,energy_class_D,energy_class_F,energy_class_G,energy_class_nan,aeroterminis,centrinis,centrinis kolektorinis,dujinis,elektra,geoterminis,kietu kuru,kita,saulės energija,skystu kuru,balkonas,drabužinė,none,palepe,pirtis,rūsys,sandėliukas,terasa,vieta_automobiliui,kameros,kodine_spyna,sargas,sarvuotos_durys,signalizacija,atskiras įėjimas,aukcionas,aukštos lubos,butas palėpėje,butas per kelis aukštus,buto dalis,internetas,kabelinė televizija,nauja elektros instaliacija,nauja kanalizacija,renovuotas namas,tualetas ir vonia atskirai,uždaras kiemas,virtuvė sujungta su kambariu,price_sqm_log,building_age,building_age_reno,lat_long,distance_to_center,price_cat_exp
0,145000,40.0,2,4,4,2021,16,,,0,2021,2021,3625.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.195609567288775,2,2,"(nan, nan)",,1
1,39000,18.0,1,4,5,1970,25,54.659729,25.272295,3,1970,1970,2166.6666666666665,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,7.680945167215619,53,53,"(54.659729, 25.272295)",3.295340712805127,0
3,132000,47.31,2,1,9,2009,22,54.666815,25.211018,1,2009,2009,2790.1077996195304,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.933835511925451,14,14,"(54.666815, 25.211018)",4.586196466786725,0
4,169000,55.0,2,1,5,1940,73,54.681272,25.271595,0,1940,1940,3072.7272727272725,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.03032080867274,83,83,"(54.681272, 25.271595)",0.8999818440139784,0
5,69999,35.52,2,1,3,1968,48,54.702982,25.19733,174,1968,1968,1970.6925675675675,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,7.586140317091199,55,55,"(54.702982, 25.19733)",4.956346622528012,0
6,95000,45.51,2,3,5,"1967 statyba, 2023 renovacija",157,54.726685,25.298658,8,1967,2023,2087.453306965502,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6437000885541275,56,0,"(54.726685, 25.298658)",4.521572350236278,0
7,171500,53.64,2,1,5,1977,90,54.675692,25.247451,3,1977,1977,3197.2408650261,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.070043487174654,46,46,"(54.675692, 25.247451)",2.1337127724686016,0
8,32000,39.9,2,1,2,1960,68,54.647975,25.11492,31,1960,1960,802.0050125313284,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.687114857886046,63,63,"(54.647975, 25.11492)",11.027117819332737,0
9,99000,50.61,2,9,9,1984,62,54.721005,25.216634,16,1984,1984,1956.135151155898,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.57872594389074,39,39,"(54.721005, 25.216634)",4.947977066799126,0
10,43000,25.0,1,2,5,1970,235,54.674653,25.271722,3,1970,1970,1720.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.450079569807499,53,53,"(54.674653, 25.271722)",1.635554812664994,0
11,73000,30.41,1,5,5,2005,160,54.705986,25.174297,14,2005,2005,2400.526142716212,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7.7834432184412545,18,18,"(54.705986, 25.174297)",6.468892397390115,0
12,79900,30.35,1,2,5,2005,124,54.705986,25.174297,10,2005,2005,2632.619439868204,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7.8757346142488585,18,18,"(54.705986, 25.174297)",6.468892397390115,0
14,197000,34.57,2,4,5,2021,250,54.674217,25.275465,10,2021,2021,5698.582586057275,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8.647972753786592,2,2,"(54.674217, 25.275465)",1.7097975047423326,1
15,219500,51.28,3,8,9,2021,77,54.720077,25.296482,100,2021,2021,4280.421216848674,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.361806698884948,2,2,"(54.720077, 25.296482)",3.7951175727104323,1
16,149000,57.64,2,2,7,2001,110,54.740761,25.272398,3,2001,2001,2585.0104094378903,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.857484813796275,22,22,"(54.740761, 25.272398)",5.717454159823404,0
17,191700,71.0,3,4,7,2018,182,54.69398312024001,25.221037733374025,0,2018,2018,2700.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,7.90100705199242,5,5,"(54.69398312024001, 25.221037733374025)",3.2370217592534614,0
18,109000,49.0,2,4,5,1974,102,54.696146,25.210426,3,1974,1974,2224.4897959183672,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,7.707282863100654,49,49,"(54.696146, 25.210426)",3.950598076544844,0
19,169800,57.0,2,4,4,2016,121,54.709976,25.391359,3,2016,2016,2978.9473684210525,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.999325285024834,7,7,"(54.709976, 25.391359)",8.081155427719654,0
20,249000,53.46,2,1,6,2017,67,54.701755,25.255041,6,2017,2017,4657.687991021325,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,8.446274464736073,6,6,"(54.701755, 25.255041)",1.7096996409145946,1
21,159000,45.34,2,2,9,2012,88,54.721132,25.282929,4,2012,2012,3506.837229819144,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,8.162469836122986,11,11,"(54.721132, 25.282929)",3.6192423912273046,1
22,145000,40.63,2,4,4,2020,150,54.661954,25.190379,15,2020,2020,3568.7915333497413,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.179982311403077,3,3,"(54.661954, 25.190379)",5.999272565802048,1
23,98000,46.7,2,2,12,1980,339,54.7224,25.2986,12,1980,1980,2098.5010706638113,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6489785929778575,43,43,"(54.7224, 25.2986)",4.086891659245273,0
24,139000,36.0,1,2,4,2017,41,54.6613,25.1913,0,2017,2017,3861.1111111111113,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.25871027365672,6,6,"(54.6613, 25.1913)",5.985942696019951,1
25,36000,18.15,1,2,5,1968,699,54.698953,25.286184,16,1968,1968,1983.4710743801654,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.592603656727388,55,55,"(54.698953, 25.286184)",1.456677101505211,0
26,133200,50.27,2,7,9,2008,129,54.698676,25.212526,81,2008,2008,2649.6916650089515,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,7.882198559383942,15,15,"(54.698676, 25.212526)",3.883573278367521,0
27,353000,48.66,2,2,6,2019,71,54.676859,25.277581,23,2019,2019,7254.4184134812995,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,8.889365998560057,4,4,"(54.676859, 25.277581)",1.4565853853581148,1
28,88000,50.2,2,4,5,1973,1822,54.660496,25.266838,22,1973,1973,1752.9880478087648,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.46907706676266,50,50,"(54.660496, 25.266838)",3.2184945333351376,0
29,172000,58.0,2,5,6,2010,123,54.680468,25.190508,8,2010,2010,2965.5172413793102,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9948067452491705,13,13,"(54.680468, 25.190508)",5.252455889059073,0
30,225000,75.0,4,1,3,2022,186,54.716384,25.180676,53,2022,2022,3000.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.006367567650246,1,1,"(54.716384, 25.180676)",6.522130525497585,0
31,77900,19.0,1,3,5,1982,9,54.675338,25.25558,38,1982,1982,4100.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,8.318742252692399,41,41,"(54.675338, 25.25558)",1.8386768107137401,1
32,66500,18.0,1,1,5,1985,30,54.675338,25.25558,19,1985,1985,3694.4444444444443,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,8.214585468747782,38,38,"(54.675338, 25.25558)",1.8386768107137401,1
33,53900,16.0,1,1,5,1985,18,54.675338,25.25558,27,1985,1985,3368.75,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,8.122297034657308,38,38,"(54.675338, 25.25558)",1.8386768107137401,1
34,235000,78.0,3,1,2,2013,133,54.715134,25.286811,0,2013,2013,3012.8205128205127,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,8.010631966436705,10,10,"(54.715134, 25.286811)",3.046667065195617,0
35,500000,94.34,3,2,3,2014,72,54.680099,25.280045,1,2014,2014,5299.978800084799,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,8.575458099548213,9,9,"(54.680099, 25.280045)",1.1892911389401368,1
36,767000,108.64,5,4,4,2021,86,54.679138,25.3024,0,2021,2021,7060.014727540501,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.862202416539008,2,2,"(54.679138, 25.3024)",2.3292144229842537,1
37,390000,107.0,4,1,2,1995,65,54.676378,25.292032,1,1995,1995,3644.8598130841124,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8.201073183643922,28,28,"(54.676378, 25.292032)",1.9875147558209116,1
38,400000,107.0,4,3,3,"1940 statyba, 2011 renovacija",50,54.679457,25.290785,1,1940,2011,3738.3177570093458,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.226390991628213,83,12,"(54.679457, 25.290785)",1.6931491225963289,1
39,410000,92.95,3,3,4,1940,78,54.679146,25.278278,7,1940,1940,4410.973641742872,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.391850724513038,83,83,"(54.679146, 25.278278)",1.2333170868724554,1
40,730000,145.91,4,4,6,2006,85,54.689588,25.288462,2,2006,2006,5003.084092934,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8.517809819848642,17,17,"(54.689588, 25.288462)",1.1378081550709942,1
41,150000,62.0,2,7,9,2008,102,54.756974,25.264529,22,2008,2008,2419.3548387096776,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,7.7912561880333016,15,15,"(54.756974, 25.264529)",7.5299478747475455,0
42,199000,77.0,2,1,3,2006,55,54.6326104,25.2477099,3,2006,2006,2584.4155844155844,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.857254681852946,17,17,"(54.6326104, 25.2477099)",6.481210238480218,0
43,209000,90.45,3,2,8,2004,136,54.732541,25.246586,10,2004,2004,2310.6688778330567,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,7.745292319105644,19,19,"(54.732541, 25.246586)",5.047359737935827,0
44,145000,70.0,3,2,5,1984,156,54.739064,25.267595,44,1984,1984,2071.4285714285716,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,7.6359937793533526,39,39,"(54.739064, 25.267595)",5.531537821439943,0
45,149500,50.0,3,1,5,1968,160,54.704927,25.302273,76,1968,1968,2990.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,8.003028666384733,55,55,"(54.704927, 25.302273)",2.6644486009638797,0
46,137000,52.0,3,2,9,1975,363,54.708845,25.283641,19,1975,1975,2634.6153846153848,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.876492486228835,48,48,"(54.708845, 25.283641)",2.3201549239986416,0
47,84000,50.0,2,5,5,1986,308,54.667383,25.093643,4,1986,1986,1680.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.426549072397305,37,37,"(54.667383, 25.093643)",11.646007643694357,0
48,229500,58.15,3,11,16,2020,142,54.701911,25.214202,39,2020,2020,3946.689595872743,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,8.280632429518063,3,3,"(54.701911, 25.214202)",3.893817372088275,1
49,95000,28.0,1,3,6,2018,188,54.70293775679247,25.173944615502183,12,2018,2018,3392.8571428571427,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.129427660407474,5,5,"(54.70293775679247, 25.173944615502183)",6.402476705259302,1
50,72000,35.0,1,8,9,1990,170,54.670192,25.099763,4,1990,1990,2057.1428571428573,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.629073336508779,33,33,"(54.670192, 25.099763)",11.197639860907598,0
51,169000,70.0,3,6,9,2008,219,54.755197,25.264775,13,2008,2008,2414.285714285714,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.789158751855852,15,15,"(54.755197, 25.264775)",7.33179608610326,0
52,169000,70.0,3,6,9,2008,583,54.755197,25.264775,103,2008,2008,2414.285714285714,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.789158751855852,15,15,"(54.755197, 25.264775)",7.33179608610326,0
53,150000,65.0,3,4,5,1988,189,54.683951,25.427331,6,1988,1988,2307.6923076923076,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.7440033031827555,35,35,"(54.683951, 25.427331)",10.081434379002598,0
54,128000,54.0,3,1,5,1985,256,54.713184,25.216691,80,1985,1985,2370.3703703703704,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.77080149633748,38,38,"(54.713184, 25.216691)",4.369640008323315,0
55,123500,58.31,2,5,5,2000,287,54.724453,25.244259,3,2000,2000,2117.990053164123,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,7.658222829816104,23,23,"(54.724453, 25.244259)",4.258374122224445,0
56,359000,75.39,3,2,3,2015,382,54.730071,25.330492,12,2015,2015,4761.9047619047615,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,8.468403027246806,8,8,"(54.730071, 25.330492)",5.9349046401899335,1
57,38000,31.06,2,2,2,1965,339,54.76242,25.335692,37,1965,1965,1223.4385061171927,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7.109420620987982,58,58,"(54.76242, 25.335692)",9.132169672533296,0
58,109000,46.24,2,5,5,1959,300,54.675571,25.26176,12,1959,1959,2357.266435986159,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.765257936847159,64,64,"(54.675571, 25.26176)",1.637979599110228,0
59,148000,50.0,2,1,3,1956,481,54.683779,25.287651,15,1956,1956,2960.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.992944547318106,67,67,"(54.683779, 25.287651)",1.2498625682122253,0
60,328000,89.0,3,8,27,2004,278,54.696402,25.275827,6,2004,2004,3685.3932584269664,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.21213251763414,19,19,"(54.696402, 25.275827)",0.8488375763701164,1
61,279000,81.92,3,1,3,2007,309,54.760774,25.28516,7,2007,2007,3405.76171875,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,8.133223899512306,16,16,"(54.760774, 25.28516)",7.995462566366207,1
62,210000,70.0,3,1,4,"1940 statyba, 1988 renovacija",462,54.676629,25.283559,9,1940,1988,3000.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8.006367567650246,83,35,"(54.676629, 25.283559)",1.636405795873202,0
63,165000,114.12,4,3,4,2006,618,54.761986,25.284122,11,2006,2006,1445.8464773922187,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7.276450226537419,17,17,"(54.761986, 25.284122)",8.122030641529836,0
64,100000,40.0,2,1,1,2023,687,54.700554681337,25.24792004621,9,2023,2023,2500.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,7.824046010856292,0,0,"(54.700554681337, 25.24792004621)",1.9253279905997447,0
65,142300,46.53,2,2,7,2018,278,54.732399,25.215903,4,2018,2018,3058.241994412207,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,8.025595518221387,5,5,"(54.732399, 25.215903)",5.944046464222766,0
66,123000,67.64,3,1,9,1983,121,54.718257,25.229778,13,1983,1983,1818.4506209343583,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.505740110324175,40,40,"(54.718257, 25.229778)",4.1551129298071885,0
67,118500,61.33,3,5,5,1991,191,54.70501,25.183644,6,1991,1991,1932.1702266427524,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.5663991199194305,32,32,"(54.70501, 25.183644)",5.8627681483552045,0
68,191000,66.83,3,1,6,2021,94,54.717589,25.210794,17,2021,2021,2857.997905132426,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.957876625505788,2,2,"(54.717589, 25.210794)",4.97036612847232,0
